"Plot Title: Haa Damthang"
"#","Date Time, GMT+06:00","PAR, uE (LGR S/N: 10364436, SEN S/N: 10340315, LBL: Photosynthesis)","Temp, °F (LGR S/N: 10364436, SEN S/N: 10344948, LBL: Temperature)","RH, % (LGR S/N: 10364436, SEN S/N: 10344948, LBL: Relative Humdity )","Water Content, m³/m³ (LGR S/N: 10364436, SEN S/N: 10346471, LBL: Rainfall)","Rain, in (LGR S/N: 10364436, SEN S/N: 10364405, LBL: Rainfall)"
7944,10/25/15 01:59:53 PM,343.7,54.648,54.500,0.2083,0.000
7945,10/25/15 02:09:53 PM,478.7,54.734,54.000,0.2083,0.000
7946,10/25/15 02:19:53 PM,576.2,55.038,54.300,0.2083,0.000
7947,10/25/15 02:29:53 PM,301.2,54.648,54.500,0.2087,0.000
7948,10/25/15 02:39:53 PM,371.2,54.561,55.100,0.2083,0.000
7949,10/25/15 02:49:53 PM,306.2,54.473,54.700,0.2083,0.000
7950,10/25/15 02:59:53 PM,363.7,54.169,54.900,0.2087,0.000
7951,10/25/15 03:09:53 PM,258.7,54.037,55.700,0.2083,0.000
7952,10/25/15 03:19:53 PM,218.7,53.559,56.700,0.2087,0.000
7953,10/25/15 03:29:53 PM,193.7,53.384,57.600,0.2092,0.000
7954,10/25/15 03:39:53 PM,168.7,53.078,58.500,0.2092,0.000
7955,10/25/15 03:49:53 PM,161.2,52.597,59.900,0.2092,0.000
7956,10/25/15 03:59:53 PM,138.7,52.335,60.500,0.2095,0.000
7957,10/25/15 04:09:53 PM,136.2,52.029,60.600,0.2104,0.000
7958,10/25/15 04:19:53 PM,138.7,51.809,61.100,0.2100,0.000
7959,10/25/15 04:29:53 PM,108.7,51.370,62.000,0.2104,0.000
7960,10/25/15 04:39:53 PM,76.2,50.445,64.300,0.2109,0.000
7961,10/25/15 04:49:53 PM,66.2,49.692,66.100,0.2109,0.000
7962,10/25/15 04:59:53 PM,51.2,49.294,66.200,0.2112,0.000
7963,10/25/15 05:09:53 PM,26.2,48.493,68.000,0.2122,0.000
7964,10/25/15 05:19:53 PM,13.7,47.557,70.200,0.2126,0.000
7965,10/25/15 05:29:53 PM,3.7,46.616,74.300,0.2126,0.000
7966,10/25/15 05:39:53 PM,1.2,45.579,76.000,0.2126,0.000
7967,10/25/15 05:49:53 PM,1.2,44.492,78.000,0.2134,0.000
7968,10/25/15 05:59:53 PM,1.2,44.355,79.200,0.2139,0.000
7969,10/25/15 06:09:53 PM,1.2,44.445,79.100,0.2134,0.000
7970,10/25/15 06:19:53 PM,1.2,44.445,79.900,0.2139,0.000
7971,10/25/15 06:29:53 PM,1.2,44.492,80.100,0.2148,0.000
7972,10/25/15 06:39:53 PM,1.2,44.037,81.700,0.2143,0.000
7973,10/25/15 06:49:53 PM,1.2,43.990,81.300,0.2148,0.000
7974,10/25/15 06:59:53 PM,1.2,43.259,82.600,0.2153,0.000
7975,10/25/15 07:09:53 PM,1.2,43.122,83.600,0.2156,0.000
7976,10/25/15 07:19:53 PM,1.2,42.984,83.000,0.2153,0.000
7977,10/25/15 07:29:53 PM,1.2,42.570,84.000,0.2161,0.000
7978,10/25/15 07:39:53 PM,1.2,41.832,85.700,0.2164,0.000
7979,10/25/15 07:49:53 PM,1.2,40.905,87.000,0.2164,0.000
7980,10/25/15 07:59:53 PM,1.2,41.043,87.200,0.2169,0.000
7981,10/25/15 08:09:53 PM,1.2,40.579,87.000,0.2169,0.000
7982,10/25/15 08:19:53 PM,1.2,40.579,87.800,0.2174,0.000
7983,10/25/15 08:29:53 PM,1.2,40.111,88.100,0.2177,0.000
7984,10/25/15 08:39:53 PM,1.2,41.277,86.900,0.2177,0.000
7985,10/25/15 08:49:53 PM,1.2,39.924,88.100,0.2182,0.000
7986,10/25/15 08:59:53 PM,1.2,39.830,88.400,0.2185,0.000
7987,10/25/15 09:09:53 PM,1.2,40.111,87.600,0.2185,0.000
7988,10/25/15 09:19:53 PM,1.2,40.298,86.800,0.2190,0.000
7989,10/25/15 09:29:53 PM,1.2,40.345,87.000,0.2190,0.000
7990,10/25/15 09:39:53 PM,1.2,39.690,88.100,0.2195,0.000
7991,10/25/15 09:49:53 PM,1.2,38.748,89.400,0.2198,0.000
7992,10/25/15 09:59:53 PM,1.2,38.511,90.300,0.2198,0.000
7993,10/25/15 10:09:53 PM,1.2,37.942,90.700,0.2203,0.000
7994,10/25/15 10:19:53 PM,1.2,37.942,90.700,0.2203,0.000
7995,10/25/15 10:29:53 PM,1.2,37.893,91.600,0.2208,0.000
7996,10/25/15 10:39:53 PM,1.2,37.609,91.500,0.2211,0.000
7997,10/25/15 10:49:53 PM,1.2,37.274,92.300,0.2211,0.000
7998,10/25/15 10:59:53 PM,1.2,37.369,93.000,0.2216,0.000
7999,10/25/15 11:09:53 PM,1.2,37.035,91.100,0.2216,0.000
8000,10/25/15 11:19:53 PM,1.2,37.179,93.000,0.2219,0.000
8001,10/25/15 11:29:53 PM,1.2,36.986,92.800,0.2219,0.000
8002,10/25/15 11:39:53 PM,1.2,37.369,92.100,0.2224,0.000
8003,10/25/15 11:49:53 PM,1.2,36.603,92.500,0.2229,0.000
8004,10/25/15 11:59:53 PM,1.2,36.025,93.300,0.2229,0.000
8005,10/26/15 12:09:53 AM,1.2,36.313,94.300,0.2232,0.000
8006,10/26/15 12:19:53 AM,1.2,36.795,92.900,0.2232,0.000
8007,10/26/15 12:29:53 AM,1.2,36.747,93.400,0.2232,0.000
8008,10/26/15 12:39:53 AM,1.2,36.603,93.200,0.2237,0.000
8009,10/26/15 12:49:53 AM,1.2,35.830,93.100,0.2237,0.000
8010,10/26/15 12:59:53 AM,1.2,35.733,94.000,0.2241,0.000
8011,10/26/15 01:09:53 AM,1.2,35.395,94.400,0.2241,0.000
8012,10/26/15 01:19:53 AM,1.2,35.006,94.600,0.2241,0.000
8013,10/26/15 01:29:53 AM,1.2,35.443,95.100,0.2245,0.000
8014,10/26/15 01:39:53 AM,1.2,35.443,94.400,0.2245,0.000
8015,10/26/15 01:49:53 AM,1.2,35.006,94.600,0.2245,0.000
8016,10/26/15 01:59:53 AM,1.2,35.395,95.200,0.2249,0.000
8017,10/26/15 02:09:53 AM,1.2,36.698,93.900,0.2249,0.000
8018,10/26/15 02:19:53 AM,1.2,37.846,91.900,0.2249,0.000
8019,10/26/15 02:29:53 AM,1.2,37.225,92.900,0.2254,0.000
8020,10/26/15 02:39:53 AM,1.2,36.986,93.600,0.2254,0.000
8021,10/26/15 02:49:53 AM,1.2,36.939,93.700,0.2254,0.000
8022,10/26/15 02:59:53 AM,1.2,37.225,93.200,0.2257,0.000
8023,10/26/15 03:09:53 AM,1.2,36.986,93.400,0.2257,0.000
8024,10/26/15 03:19:53 AM,1.2,36.698,93.400,0.2262,0.000
8025,10/26/15 03:29:53 AM,1.2,36.554,93.300,0.2262,0.000
8026,10/26/15 03:39:53 AM,1.2,36.313,93.500,0.2266,0.000
8027,10/26/15 03:49:53 AM,1.2,36.313,93.800,0.2266,0.000
8028,10/26/15 03:59:53 AM,1.2,36.459,93.200,0.2266,0.000
8029,10/26/15 04:09:53 AM,1.2,36.169,93.800,0.2269,0.000
8030,10/26/15 04:19:53 AM,1.2,35.733,93.500,0.2269,0.000
8031,10/26/15 04:29:53 AM,1.2,36.266,93.800,0.2269,0.000
8032,10/26/15 04:39:53 AM,1.2,35.685,93.700,0.2274,0.000
8033,10/26/15 04:49:53 AM,1.2,36.698,92.200,0.2277,0.000
8034,10/26/15 04:59:53 AM,1.2,35.443,93.100,0.2277,0.000
8035,10/26/15 05:09:53 AM,1.2,35.152,93.300,0.2277,0.000
8036,10/26/15 05:19:53 AM,1.2,35.103,94.100,0.2277,0.000
8037,10/26/15 05:29:53 AM,1.2,35.298,93.400,0.2282,0.000
8038,10/26/15 05:39:53 AM,1.2,34.858,92.700,0.2286,0.000
8039,10/26/15 05:49:53 AM,1.2,34.419,94.700,0.2286,0.000
8040,10/26/15 05:59:53 AM,1.2,34.810,93.900,0.2286,0.000
8041,10/26/15 06:09:53 AM,11.2,35.298,93.000,0.2291,0.000
8042,10/26/15 06:19:53 AM,26.2,34.419,93.100,0.2291,0.000
8043,10/26/15 06:29:53 AM,46.2,33.780,94.200,0.2294,0.000
8044,10/26/15 06:39:53 AM,66.2,34.272,94.700,0.2291,0.000
8045,10/26/15 06:49:53 AM,83.7,34.371,94.700,0.2294,0.000
8046,10/26/15 06:59:53 AM,106.2,34.615,95.000,0.2299,0.000
8047,10/26/15 07:09:53 AM,358.7,37.513,90.100,0.2294,0.000
8048,10/26/15 07:19:53 AM,441.2,38.937,88.000,0.2291,0.000
8049,10/26/15 07:29:53 AM,528.7,39.643,87.100,0.2291,0.000
8050,10/26/15 07:39:53 AM,616.2,40.064,85.700,0.2291,0.000
8051,10/26/15 07:49:53 AM,693.7,41.230,85.100,0.2291,0.000
8052,10/26/15 07:59:53 AM,763.7,41.416,83.800,0.2286,0.000
8053,10/26/15 08:09:53 AM,833.7,43.488,81.100,0.2282,0.000
8054,10/26/15 08:19:53 AM,911.2,45.262,76.300,0.2282,0.000
8055,10/26/15 08:29:53 AM,966.2,47.467,73.200,0.2277,0.000
8056,10/26/15 08:39:53 AM,1051.2,48.850,71.700,0.2277,0.000
8057,10/26/15 08:49:53 AM,1121.2,49.782,68.700,0.2266,0.000
8058,10/26/15 08:59:53 AM,1181.2,51.633,65.400,0.2262,0.000
8059,10/26/15 09:09:53 AM,1246.2,52.291,62.000,0.2254,0.000
8060,10/26/15 09:19:53 AM,1301.2,52.115,61.100,0.2241,0.000
8061,10/26/15 09:29:53 AM,1351.2,55.386,57.600,0.2237,0.000
8062,10/26/15 09:39:53 AM,1401.2,56.383,55.300,0.2229,0.000
8063,10/26/15 09:49:53 AM,1443.7,55.647,53.200,0.2211,0.000
8064,10/26/15 09:59:53 AM,1493.7,56.901,52.000,0.2203,0.000
8065,10/26/15 10:09:53 AM,1528.7,57.333,51.100,0.2195,0.000
8066,10/26/15 10:19:53 AM,1558.7,57.333,45.700,0.2177,0.000
8067,10/26/15 10:29:53 AM,1588.7,58.541,44.500,0.2169,0.000
8068,10/26/15 10:39:53 AM,1618.7,59.142,43.500,0.2153,0.000
8069,10/26/15 10:49:53 AM,1633.7,59.315,43.100,0.2134,0.000
8070,10/26/15 10:59:53 AM,1658.7,59.142,45.200,0.2126,0.000
8071,10/26/15 11:09:53 AM,1673.7,59.916,43.100,0.2126,0.000
8072,10/26/15 11:19:53 AM,1688.7,60.003,42.500,0.2109,0.000
8073,10/26/15 11:29:53 AM,1696.2,59.830,40.400,0.2095,0.000
8074,10/26/15 11:39:53 AM,1693.7,60.433,43.900,0.2083,0.000
8075,10/26/15 11:49:53 AM,1701.2,60.948,42.100,0.2070,0.000
8076,10/26/15 11:59:53 AM,1698.7,60.904,40.400,0.2064,0.000
8077,10/26/15 12:09:53 PM,1683.7,61.506,41.700,0.2043,0.000
8078,10/26/15 12:19:53 PM,1671.2,61.376,40.800,0.2043,0.000
8079,10/26/15 12:29:53 PM,1656.2,61.891,42.300,0.2026,0.000
8080,10/26/15 12:39:53 PM,1668.7,61.462,42.100,0.2017,0.000
8081,10/26/15 12:49:53 PM,1621.2,62.019,42.200,0.2012,0.000
8082,10/26/15 12:59:53 PM,1581.2,61.934,42.100,0.2003,0.000
8083,10/26/15 01:09:53 PM,1563.7,61.419,41.400,0.1999,0.000
8084,10/26/15 01:19:53 PM,1516.2,61.119,41.100,0.1994,0.000
8085,10/26/15 01:29:53 PM,406.2,60.303,41.800,0.1985,0.000
8086,10/26/15 01:39:53 PM,1453.7,60.991,42.900,0.1990,0.000
8087,10/26/15 01:49:53 PM,1421.2,60.433,43.300,0.1981,0.000
8088,10/26/15 01:59:53 PM,1371.2,60.303,43.200,0.1967,0.000
8089,10/26/15 02:09:53 PM,298.7,59.745,44.500,0.1967,0.000
8090,10/26/15 02:19:53 PM,956.2,58.582,44.600,0.1972,0.000
8091,10/26/15 02:29:53 PM,1003.7,58.239,45.700,0.1963,0.000
8092,10/26/15 02:39:53 PM,641.2,58.455,45.500,0.1958,0.000
8093,10/26/15 02:49:53 PM,691.2,58.152,46.800,0.1948,0.000
8094,10/26/15 02:59:53 PM,996.2,57.893,47.500,0.1945,0.000
8095,10/26/15 03:09:53 PM,926.2,57.463,47.800,0.1954,0.000
8096,10/26/15 03:19:53 PM,173.7,55.906,49.800,0.1948,0.000
8097,10/26/15 03:29:53 PM,141.2,54.865,52.300,0.1958,0.000
8098,10/26/15 03:39:53 PM,123.7,54.300,53.800,0.1967,0.000
8099,10/26/15 03:49:53 PM,118.7,53.994,54.500,0.1972,0.000
8100,10/26/15 03:59:53 PM,111.2,53.559,56.100,0.1972,0.000
8101,10/26/15 04:09:53 PM,101.2,52.992,57.800,0.1990,0.000
8102,10/26/15 04:19:53 PM,91.2,52.291,60.100,0.1994,0.000
8103,10/26/15 04:29:53 PM,76.2,51.678,62.000,0.1990,0.000
8104,10/26/15 04:39:53 PM,68.7,51.148,63.700,0.1994,0.000
8105,10/26/15 04:49:53 PM,56.2,50.400,65.300,0.1999,0.000
8106,10/26/15 04:59:53 PM,41.2,50.223,65.500,0.2008,0.000
8107,10/26/15 05:09:53 PM,26.2,49.383,67.000,0.1999,0.000
8108,10/26/15 05:19:53 PM,13.7,48.672,68.800,0.2003,0.000
8109,10/26/15 05:29:53 PM,3.7,48.628,69.600,0.2012,0.000
8110,10/26/15 05:39:53 PM,1.2,47.647,71.300,0.2012,0.000
8111,10/26/15 05:49:53 PM,1.2,47.557,72.100,0.2012,0.000
8112,10/26/15 05:59:53 PM,1.2,45.941,75.600,0.2017,0.000
8113,10/26/15 06:09:53 PM,1.2,44.901,77.600,0.2026,0.000
8114,10/26/15 06:19:53 PM,1.2,43.579,80.300,0.2026,0.000
8115,10/26/15 06:29:53 PM,1.2,43.259,82.000,0.2029,0.000
8116,10/26/15 06:39:53 PM,1.2,44.582,78.200,0.2029,0.000
8117,10/26/15 06:49:53 PM,1.2,44.082,79.300,0.2035,0.000
8118,10/26/15 06:59:53 PM,1.2,42.755,81.400,0.2035,0.000
8119,10/26/15 07:09:53 PM,1.2,42.525,82.100,0.2035,0.000
8120,10/26/15 07:19:53 PM,1.2,42.017,82.300,0.2038,0.000
8121,10/26/15 07:29:53 PM,1.2,41.184,84.600,0.2038,0.000
8122,10/26/15 07:39:53 PM,1.2,40.951,85.300,0.2047,0.000
8123,10/26/15 07:49:53 PM,1.2,40.532,86.200,0.2052,0.000
8124,10/26/15 07:59:53 PM,1.2,40.485,87.400,0.2047,0.000
8125,10/26/15 08:09:53 PM,1.2,40.811,87.000,0.2052,0.000
8126,10/26/15 08:19:53 PM,1.2,40.719,87.100,0.2052,0.000
8127,10/26/15 08:29:53 PM,1.2,40.858,87.600,0.2052,0.000
8128,10/26/15 08:39:53 PM,1.2,41.277,87.900,0.2052,0.000
8129,10/26/15 08:49:53 PM,1.2,41.601,88.000,0.2052,0.000
8130,10/26/15 08:59:53 PM,1.2,42.109,86.200,0.2052,0.000
8131,10/26/15 09:09:53 PM,1.2,41.925,87.100,0.2052,0.000
8132,10/26/15 09:19:53 PM,1.2,42.433,86.700,0.2056,0.000
8133,10/26/15 09:29:53 PM,1.2,42.570,86.100,0.2056,0.000
8134,10/26/15 09:39:53 PM,1.2,42.341,86.800,0.2056,0.000
8135,10/26/15 09:49:53 PM,1.2,41.878,87.400,0.2061,0.000
8136,10/26/15 09:59:53 PM,1.2,41.090,87.900,0.2064,0.000
8137,10/26/15 10:09:53 PM,1.2,40.251,88.700,0.2070,0.000
8138,10/26/15 10:19:53 PM,1.2,39.877,89.900,0.2070,0.000
8139,10/26/15 10:29:53 PM,1.2,39.924,89.400,0.2073,0.000
8140,10/26/15 10:39:53 PM,1.2,39.124,91.000,0.2078,0.000
8141,10/26/15 10:49:53 PM,1.2,38.889,91.200,0.2083,0.000
8142,10/26/15 10:59:53 PM,1.2,39.360,90.300,0.2083,0.000
8143,10/26/15 11:09:53 PM,1.2,39.736,89.600,0.2087,0.000
8144,10/26/15 11:19:53 PM,1.2,38.606,90.100,0.2087,0.000
8145,10/26/15 11:29:53 PM,1.2,37.369,91.800,0.2092,0.000
8146,10/26/15 11:39:53 PM,1.2,37.416,92.200,0.2095,0.000
8147,10/26/15 11:49:53 PM,1.2,37.130,93.000,0.2095,0.000
8148,10/26/15 11:59:53 PM,1.2,37.130,92.500,0.2100,0.000
8149,10/27/15 12:09:53 AM,1.2,38.653,90.500,0.2100,0.000
8150,10/27/15 12:19:53 AM,1.2,37.702,91.300,0.2104,0.000
8151,10/27/15 12:29:53 AM,1.2,37.893,91.600,0.2104,0.000
8152,10/27/15 12:39:53 AM,1.2,36.939,91.600,0.2109,0.000
8153,10/27/15 12:49:53 AM,1.2,36.747,92.300,0.2109,0.000
8154,10/27/15 12:59:53 AM,1.2,36.747,92.900,0.2109,0.000
8155,10/27/15 01:09:53 AM,1.2,36.939,93.000,0.2109,0.000
8156,10/27/15 01:19:53 AM,1.2,37.798,93.300,0.2109,0.000
8157,10/27/15 01:29:53 AM,1.2,37.989,92.300,0.2112,0.000
8158,10/27/15 01:39:53 AM,1.2,38.606,92.100,0.2112,0.000
8159,10/27/15 01:49:53 AM,1.2,38.273,91.900,0.2112,0.000
8160,10/27/15 01:59:53 AM,1.2,37.989,92.600,0.2117,0.000
8161,10/27/15 02:09:53 AM,1.2,37.846,92.900,0.2117,0.000
8162,10/27/15 02:19:53 AM,1.2,37.893,92.400,0.2122,0.000
8163,10/27/15 02:29:53 AM,1.2,37.989,92.300,0.2126,0.000
8164,10/27/15 02:39:53 AM,1.2,38.557,91.700,0.2126,0.000
8165,10/27/15 02:49:53 AM,1.2,38.273,91.600,0.2126,0.000
8166,10/27/15 02:59:53 AM,1.2,37.702,91.800,0.2131,0.000
8167,10/27/15 03:09:53 AM,1.2,38.179,91.400,0.2139,0.000
8168,10/27/15 03:19:53 AM,1.2,37.560,92.200,0.2143,0.000
8169,10/27/15 03:29:53 AM,1.2,37.225,92.500,0.2148,0.000
8170,10/27/15 03:39:53 AM,1.2,37.751,92.100,0.2148,0.000
8171,10/27/15 03:49:53 AM,1.2,38.084,91.300,0.2148,0.000
8172,10/27/15 03:59:53 AM,1.2,37.846,91.800,0.2148,0.000
8173,10/27/15 04:09:53 AM,1.2,37.656,92.800,0.2153,0.000
8174,10/27/15 04:19:53 AM,1.2,37.942,92.400,0.2156,0.000
8175,10/27/15 04:29:53 AM,1.2,38.415,90.700,0.2161,0.000
8176,10/27/15 04:39:53 AM,1.2,37.609,91.700,0.2156,0.000
8177,10/27/15 04:49:53 AM,1.2,36.842,91.700,0.2164,0.000
8178,10/27/15 04:59:53 AM,1.2,37.081,91.700,0.2169,0.000
8179,10/27/15 05:09:53 AM,1.2,36.603,92.200,0.2164,0.000
8180,10/27/15 05:19:53 AM,1.2,35.685,92.300,0.2169,0.000
8181,10/27/15 05:29:53 AM,1.2,35.443,93.100,0.2174,0.000
8182,10/27/15 05:39:53 AM,1.2,35.589,93.000,0.2169,0.000
8183,10/27/15 05:49:53 AM,1.2,35.589,92.700,0.2177,0.000
8184,10/27/15 05:59:53 AM,1.2,35.492,92.600,0.2182,0.000
8185,10/27/15 06:09:53 AM,8.7,35.249,93.000,0.2177,0.000
8186,10/27/15 06:19:53 AM,26.2,36.459,92.000,0.2182,0.000
8187,10/27/15 06:29:53 AM,46.2,36.505,90.700,0.2185,0.000
8188,10/27/15 06:39:53 AM,66.2,35.879,92.200,0.2182,0.000
8189,10/27/15 06:49:53 AM,61.2,35.976,92.300,0.2185,0.000
8190,10/27/15 06:59:53 AM,108.7,37.560,89.500,0.2190,0.000
8191,10/27/15 07:09:53 AM,191.2,38.464,89.500,0.2182,0.000
8192,10/27/15 07:19:53 AM,446.2,39.407,87.100,0.2182,0.000
8193,10/27/15 07:29:53 AM,513.7,40.298,85.300,0.2185,0.000
8194,10/27/15 07:39:53 AM,611.2,40.764,83.000,0.2177,0.000
8195,10/27/15 07:49:53 AM,691.2,42.064,82.500,0.2177,0.000
8196,10/27/15 07:59:53 AM,738.7,42.755,82.800,0.2177,0.000
8197,10/27/15 08:09:53 AM,833.7,46.391,78.900,0.2177,0.000
8198,10/27/15 08:19:53 AM,901.2,46.751,76.000,0.2169,0.000
8199,10/27/15 08:29:53 AM,971.2,47.647,76.000,0.2164,0.000
8200,10/27/15 08:39:53 AM,1058.7,47.826,74.000,0.2164,0.000
8201,10/27/15 08:49:53 AM,1081.2,50.797,69.200,0.2161,0.000
8202,10/27/15 08:59:53 AM,1131.2,51.721,67.600,0.2156,0.000
8203,10/27/15 09:09:53 AM,1313.7,52.291,66.800,0.2153,0.000
8204,10/27/15 09:19:53 AM,1273.7,53.776,62.800,0.2143,0.000
8205,10/27/15 09:29:53 AM,1376.2,53.994,61.100,0.2134,0.000
8206,10/27/15 09:39:53 AM,1363.7,54.037,61.100,0.2126,0.000
8207,10/27/15 09:49:53 AM,1238.7,55.299,59.600,0.2122,0.000
8208,10/27/15 09:59:53 AM,1271.2,54.343,57.900,0.2109,0.000
8209,10/27/15 10:09:53 AM,1446.2,57.636,55.500,0.2104,0.000
8210,10/27/15 10:19:53 AM,1611.2,55.949,55.200,0.2095,0.000
8211,10/27/15 10:29:53 AM,1506.2,56.295,52.400,0.2078,0.000
8212,10/27/15 10:39:53 AM,1608.7,56.772,51.900,0.2064,0.000
8213,10/27/15 10:49:53 AM,1686.2,56.556,48.400,0.2056,0.000
8214,10/27/15 10:59:53 AM,1468.7,57.463,49.400,0.2043,0.000
8215,10/27/15 11:09:53 AM,1693.7,58.669,50.400,0.2029,0.000
8216,10/27/15 11:19:53 AM,1488.7,58.282,48.900,0.2020,0.000
8217,10/27/15 11:29:53 AM,1368.7,59.056,48.900,0.2008,0.000
8218,10/27/15 11:39:53 AM,1816.2,59.401,45.000,0.1999,0.000
8219,10/27/15 11:49:53 AM,1666.2,59.873,45.400,0.1985,0.000
8220,10/27/15 11:59:53 AM,1641.2,60.174,44.000,0.1972,0.000
8221,10/27/15 12:09:53 PM,1748.7,60.390,43.100,0.1958,0.000
8222,10/27/15 12:19:53 PM,1701.2,61.205,44.300,0.1948,0.000
8223,10/27/15 12:29:53 PM,1683.7,61.376,43.900,0.1939,0.000
8224,10/27/15 12:39:53 PM,1673.7,61.333,43.100,0.1926,0.000
8225,10/27/15 12:49:53 PM,1661.2,60.948,42.000,0.1917,0.000
8226,10/27/15 12:59:53 PM,1391.2,60.390,43.700,0.1913,0.000
8227,10/27/15 01:09:53 PM,446.2,60.132,41.800,0.1904,0.000
8228,10/27/15 01:19:53 PM,403.7,59.745,42.300,0.1895,0.000
8229,10/27/15 01:29:53 PM,1483.7,59.616,41.200,0.1891,0.000
8230,10/27/15 01:39:53 PM,1263.7,59.659,41.200,0.1895,0.000
8231,10/27/15 01:49:53 PM,1321.2,59.229,41.500,0.1885,0.000
8232,10/27/15 01:59:53 PM,1273.7,59.099,40.500,0.1881,0.000
8233,10/27/15 02:09:53 PM,1006.2,59.056,41.200,0.1872,0.000
8234,10/27/15 02:19:53 PM,1251.2,59.056,40.400,0.1866,0.000
8235,10/27/15 02:29:53 PM,1151.2,59.056,40.700,0.1862,0.000
8236,10/27/15 02:39:53 PM,1183.7,58.669,41.500,0.1862,0.000
8237,10/27/15 02:49:53 PM,921.2,58.239,41.100,0.1859,0.000
8238,10/27/15 02:59:53 PM,983.7,57.506,42.800,0.1853,0.000
8239,10/27/15 03:09:53 PM,873.7,56.901,43.900,0.1849,0.000
8240,10/27/15 03:19:53 PM,261.2,55.515,46.900,0.1849,0.000
8241,10/27/15 03:29:53 PM,276.2,55.081,48.300,0.1859,0.000
8242,10/27/15 03:39:53 PM,256.2,54.300,50.700,0.1853,0.000
8243,10/27/15 03:49:53 PM,231.2,53.820,52.600,0.1862,0.000
8244,10/27/15 03:59:53 PM,171.2,53.253,54.300,0.1866,0.000
8245,10/27/15 04:09:53 PM,148.7,52.686,56.100,0.1866,0.000
8246,10/27/15 04:19:53 PM,88.7,51.940,57.700,0.1872,0.000
8247,10/27/15 04:29:53 PM,66.2,51.148,60.000,0.1881,0.000
8248,10/27/15 04:39:53 PM,58.7,50.797,60.900,0.1885,0.000
8249,10/27/15 04:49:53 PM,46.2,50.135,62.600,0.1885,0.000
8250,10/27/15 04:59:53 PM,38.7,49.294,65.000,0.1885,0.000
8251,10/27/15 05:09:53 PM,28.7,48.762,66.900,0.1891,0.000
8252,10/27/15 05:19:53 PM,13.7,48.360,68.100,0.1895,0.000
8253,10/27/15 05:29:53 PM,3.7,47.914,69.000,0.1895,0.000
8254,10/27/15 05:39:53 PM,1.2,47.199,70.600,0.1898,0.000
8255,10/27/15 05:49:53 PM,1.2,45.444,73.400,0.1904,0.000
8256,10/27/15 05:59:53 PM,1.2,44.310,76.500,0.1913,0.000
8257,10/27/15 06:09:53 PM,1.2,43.534,78.500,0.1908,0.000
8258,10/27/15 06:19:53 PM,1.2,42.478,80.000,0.1913,0.000
8259,10/27/15 06:29:53 PM,1.2,42.433,81.600,0.1917,0.000
8260,10/27/15 06:39:53 PM,1.2,42.847,81.400,0.1923,0.000
8261,10/27/15 06:49:53 PM,1.2,42.017,82.000,0.1917,0.000
8262,10/27/15 06:59:53 PM,1.2,41.787,82.800,0.1926,0.000
8263,10/27/15 07:09:53 PM,1.2,41.322,83.700,0.1932,0.000
8264,10/27/15 07:19:53 PM,1.2,41.322,83.700,0.1932,0.000
8265,10/27/15 07:29:53 PM,1.2,40.532,84.300,0.1932,0.000
8266,10/27/15 07:39:53 PM,1.2,40.764,84.700,0.1935,0.000
8267,10/27/15 07:49:53 PM,1.2,39.970,85.600,0.1939,0.000
8268,10/27/15 07:59:53 PM,1.2,39.970,86.200,0.1939,0.000
8269,10/27/15 08:09:53 PM,1.2,39.690,86.600,0.1945,0.000
8270,10/27/15 08:19:53 PM,1.2,39.313,87.400,0.1948,0.000
8271,10/27/15 08:29:53 PM,1.2,39.313,86.900,0.1945,0.000
8272,10/27/15 08:39:53 PM,1.2,38.748,88.800,0.1948,0.000
8273,10/27/15 08:49:53 PM,1.2,38.273,89.200,0.1958,0.000
8274,10/27/15 08:59:53 PM,1.2,38.273,88.700,0.1963,0.000
8275,10/27/15 09:09:53 PM,1.2,38.748,88.600,0.1958,0.000
8276,10/27/15 09:19:53 PM,1.2,37.702,90.100,0.1963,0.000
8277,10/27/15 09:29:53 PM,1.2,37.465,89.900,0.1967,0.000
8278,10/27/15 09:39:53 PM,1.2,37.609,90.600,0.1963,0.000
8279,10/27/15 09:49:53 PM,1.2,37.513,90.800,0.1967,0.000
8280,10/27/15 09:59:53 PM,1.2,37.179,91.200,0.1976,0.000
8281,10/27/15 10:09:53 PM,1.2,37.035,91.700,0.1972,0.000
8282,10/27/15 10:19:53 PM,1.2,37.465,91.200,0.1976,0.000
8283,10/27/15 10:29:53 PM,1.2,37.035,91.900,0.1985,0.000
8284,10/27/15 10:39:53 PM,1.2,36.891,91.400,0.1981,0.000
8285,10/27/15 10:49:53 PM,1.2,36.891,92.200,0.1985,0.000
8286,10/27/15 10:59:53 PM,1.2,36.795,92.000,0.1985,0.000
8287,10/27/15 11:09:53 PM,1.2,36.698,91.800,0.1981,0.000
8288,10/27/15 11:19:53 PM,1.2,36.505,91.400,0.1985,0.000
8289,10/27/15 11:29:53 PM,1.2,36.120,92.800,0.1994,0.000
8290,10/27/15 11:39:53 PM,1.2,36.266,92.900,0.1990,0.000
8291,10/27/15 11:49:53 PM,1.2,36.217,92.400,0.1994,0.000
8292,10/27/15 11:59:53 PM,1.2,35.879,92.900,0.1999,0.000
8293,10/28/15 12:09:53 AM,1.2,35.976,93.100,0.1994,0.000
