"#","Time, Bangladesh Time","Temp, *C","RH, %","DewPt, *C","Water Cont, m^3/m^3","PAR, uE","Rain, mm","Batt, V"
887,7/13/15 01:10:00,15.01,97.60,14.65,0.2959,1,0.0,4.32
888,7/13/15 01:20:00,15.06,97.80,14.73,0.2959,1,0.0,4.32
889,7/13/15 01:30:00,15.01,97.90,14.70,0.2955,1,0.0,4.30
890,7/13/15 01:40:00,15.01,98.00,14.71,0.2959,1,0.0,4.31
891,7/13/15 01:50:00,14.94,98.10,14.66,0.2959,1,0.0,4.32
892,7/13/15 02:00:00,14.94,98.10,14.66,0.2955,1,0.0,4.32
893,7/13/15 02:10:00,14.91,98.10,14.63,0.2955,1,0.0,4.32
894,7/13/15 02:20:00,15.06,98.20,14.79,0.2959,1,0.0,4.32
895,7/13/15 02:30:00,14.91,98.10,14.63,0.2955,1,0.0,4.30
896,7/13/15 02:40:00,14.98,97.70,14.64,0.2955,1,0.0,4.31
897,7/13/15 02:50:00,14.65,97.70,14.31,0.2955,1,0.0,4.32
898,7/13/15 03:00:00,14.82,97.60,14.46,0.2955,1,0.0,4.32
899,7/13/15 03:10:00,14.77,97.70,14.43,0.2955,1,0.0,4.32
900,7/13/15 03:20:00,14.86,97.80,14.54,0.2959,1,0.0,4.32
901,7/13/15 03:30:00,14.72,97.90,14.41,0.2955,1,0.0,4.30
902,7/13/15 03:40:00,14.84,98.10,14.56,0.2955,1,0.0,4.31
903,7/13/15 03:50:00,14.77,98.20,14.51,0.2955,1,0.0,4.32
904,7/13/15 04:00:00,14.82,98.10,14.54,0.2952,1,0.0,4.32
905,7/13/15 04:10:00,14.77,98.00,14.47,0.2955,1,0.0,4.32
906,7/13/15 04:20:00,14.82,98.00,14.52,0.2955,1,0.0,4.30
907,7/13/15 04:30:00,14.86,98.00,14.57,0.2952,1,0.0,4.30
908,7/13/15 04:40:00,14.70,98.00,14.40,0.2955,1,0.0,4.31
909,7/13/15 04:50:00,14.74,98.20,14.48,0.2955,1,0.0,4.32
910,7/13/15 05:00:00,14.77,98.30,14.52,0.2952,1,0.0,4.32
911,7/13/15 05:10:00,14.79,98.30,14.55,0.2952,1,0.0,4.32
912,7/13/15 05:20:00,14.79,98.30,14.55,0.2955,1,0.0,4.30
913,7/13/15 05:30:00,14.82,98.30,14.57,0.2952,14,0.0,4.30
914,7/13/15 05:40:00,14.94,98.30,14.69,0.2952,24,0.0,4.30
915,7/13/15 05:50:00,15.03,98.20,14.77,0.2955,44,0.0,4.31
916,7/13/15 06:00:00,14.96,98.20,14.70,0.2952,56,0.0,4.32
917,7/13/15 06:10:00,14.96,98.20,14.70,0.2952,61,0.0,4.32
918,7/13/15 06:20:00,15.20,97.80,14.87,0.2955,86,0.0,4.30
919,7/13/15 06:30:00,15.25,97.20,14.82,0.2952,91,0.0,4.30
920,7/13/15 06:40:00,15.46,97.00,15.01,0.2952,96,0.0,4.31
921,7/13/15 06:50:00,15.32,97.00,14.86,0.2952,99,0.0,4.31
922,7/13/15 07:00:00,15.68,96.60,15.16,0.2949,151,0.0,4.32
923,7/13/15 07:10:00,15.96,95.90,15.33,0.2949,264,0.0,4.31
924,7/13/15 07:20:00,15.91,94.90,15.12,0.2952,279,0.0,4.30
925,7/13/15 07:30:00,16.22,95.10,15.46,0.2949,286,0.0,4.30
926,7/13/15 07:40:00,16.82,93.40,15.77,0.2949,414,0.0,4.31
927,7/13/15 07:50:00,17.87,91.40,16.47,0.2949,554,0.0,4.31
928,7/13/15 08:00:00,18.84,89.40,17.08,0.2946,831,0.0,4.31
929,7/13/15 08:10:00,18.84,87.30,16.71,0.2946,851,0.0,4.31
930,7/13/15 08:20:00,19.67,85.80,17.25,0.2946,1116,0.0,4.30
931,7/13/15 08:30:00,19.29,83.90,16.53,0.2942,1314,0.0,4.30
932,7/13/15 08:40:00,20.91,81.30,17.61,0.2946,1811,0.0,4.30
933,7/13/15 08:50:00,19.89,81.50,16.65,0.2938,1509,0.0,4.30
934,7/13/15 09:00:00,19.70,81.30,16.43,0.2942,1049,0.0,4.30
935,7/13/15 09:10:00,19.72,81.60,16.51,0.2935,1224,1.2,4.31
936,7/13/15 09:20:00,19.39,79.50,15.77,0.2932,1519,0.0,4.30
937,7/13/15 09:30:00,19.37,81.00,16.04,0.2935,1084,0.0,4.30
938,7/13/15 09:40:00,19.20,81.00,15.88,0.2932,1139,0.0,4.31
939,7/13/15 09:50:00,20.10,80.60,16.68,0.2928,1551,0.0,4.31
940,7/13/15 10:00:00,21.03,78.30,17.13,0.2928,1776,0.0,4.31
941,7/13/15 10:10:00,21.08,73.30,16.14,0.2925,1474,0.0,4.31
942,7/13/15 10:20:00,20.75,74.10,15.99,0.2922,1859,0.0,4.30
943,7/13/15 10:30:00,21.22,73.70,16.36,0.2919,2174,0.0,4.29
944,7/13/15 10:40:00,21.70,73.50,16.78,0.2914,2406,0.0,4.30
945,7/13/15 10:50:00,21.68,73.80,16.82,0.2908,2546,0.0,4.30
946,7/13/15 11:00:00,22.63,71.60,17.26,0.2901,2311,0.0,4.30
947,7/13/15 11:10:00,20.13,75.10,15.60,0.2908,994,0.0,4.30
948,7/13/15 11:20:00,20.48,76.70,16.27,0.2904,1126,0.0,4.31
949,7/13/15 11:30:00,20.01,76.80,15.83,0.2901,1094,0.0,4.30
950,7/13/15 11:40:00,19.65,78.30,15.79,0.2901,1096,0.0,4.30
951,7/13/15 11:50:00,21.10,77.70,17.08,0.2884,2476,0.0,4.31
952,7/13/15 12:00:00,20.10,76.80,15.93,0.2887,1549,0.0,4.31
953,7/13/15 12:10:00,20.72,78.10,16.79,0.2890,1544,0.0,4.31
954,7/13/15 12:20:00,20.82,77.50,16.76,0.2884,1716,0.0,4.31
955,7/13/15 12:30:00,20.08,79.10,16.37,0.2881,1779,0.0,4.32
956,7/13/15 12:40:00,19.34,79.80,15.79,0.2881,1404,0.0,4.32
957,7/13/15 12:50:00,20.63,78.80,16.84,0.2871,2034,0.0,4.30
958,7/13/15 13:00:00,19.89,78.40,16.04,0.2868,1956,0.0,4.33
959,7/13/15 13:10:00,19.70,80.30,16.23,0.2868,2049,0.0,4.33
960,7/13/15 13:20:00,20.44,80.00,16.89,0.2850,2096,0.0,4.34
961,7/13/15 13:30:00,19.79,79.80,16.23,0.2847,2161,0.0,4.31
962,7/13/15 13:40:00,19.60,81.60,16.39,0.2847,2384,0.0,4.30
963,7/13/15 13:50:00,18.72,81.90,15.59,0.2840,2174,0.0,4.33
964,7/13/15 14:00:00,20.20,82.30,17.11,0.2840,2101,0.0,4.31
965,7/13/15 14:10:00,20.22,80.20,16.72,0.2840,1564,0.0,4.35
966,7/13/15 14:20:00,20.41,78.70,16.61,0.2840,2006,0.0,4.31
967,7/13/15 14:30:00,21.22,77.30,17.11,0.2837,2354,0.0,4.31
968,7/13/15 14:40:00,19.22,78.80,15.47,0.2840,859,0.0,4.31
969,7/13/15 14:50:00,19.67,81.30,16.40,0.2837,1286,0.0,4.30
970,7/13/15 15:00:00,18.75,81.70,15.57,0.2840,931,0.0,4.30
971,7/13/15 15:10:00,19.17,82.00,16.05,0.2840,979,0.0,4.30
972,7/13/15 15:20:00,19.72,81.10,16.41,0.2834,1399,0.0,4.31
973,7/13/15 15:30:00,20.60,79.10,16.87,0.2834,2321,0.0,4.31
974,7/13/15 15:40:00,18.56,81.20,15.29,0.2837,846,0.0,4.31
975,7/13/15 15:50:00,18.20,83.90,15.45,0.2834,691,0.0,4.31
976,7/13/15 16:00:00,18.15,85.60,15.72,0.2834,586,0.0,4.32
977,7/13/15 16:10:00,17.96,86.60,15.72,0.2834,561,0.0,4.32
978,7/13/15 16:20:00,17.32,87.40,15.23,0.2827,524,0.0,4.32
979,7/13/15 16:30:00,17.20,88.90,15.37,0.2827,431,0.0,4.32
980,7/13/15 16:40:00,17.84,89.40,16.10,0.2827,271,0.0,4.32
981,7/13/15 16:50:00,17.30,89.40,15.56,0.2824,246,0.0,4.30
982,7/13/15 17:00:00,17.44,89.20,15.66,0.2827,239,0.0,4.31
983,7/13/15 17:10:00,17.20,89.80,15.53,0.2827,221,0.0,4.31
984,7/13/15 17:20:00,16.61,89.80,14.94,0.2824,239,0.0,4.31
985,7/13/15 17:30:00,17.11,90.30,15.52,0.2824,171,0.0,4.32
986,7/13/15 17:40:00,16.65,90.90,15.18,0.2827,111,0.0,4.32
987,7/13/15 17:50:00,16.49,91.50,15.12,0.2824,124,0.0,4.32
988,7/13/15 18:00:00,16.01,91.60,14.66,0.2824,131,0.0,4.32
989,7/13/15 18:10:00,16.75,91.80,15.43,0.2827,81,0.0,4.32
990,7/13/15 18:20:00,16.44,91.80,15.12,0.2824,36,0.0,4.32
991,7/13/15 18:30:00,16.51,92.40,15.29,0.2824,31,0.0,4.32
992,7/13/15 18:40:00,16.34,92.50,15.15,0.2827,16,0.0,4.29
993,7/13/15 18:50:00,16.25,92.70,15.08,0.2821,6,0.0,4.30
994,7/13/15 19:00:00,16.46,92.80,15.31,0.2824,1,0.0,4.30
995,7/13/15 19:10:00,15.91,93.00,14.80,0.2827,1,0.0,4.31
996,7/13/15 19:20:00,15.99,93.50,14.96,0.2824,1,0.0,4.31
997,7/13/15 19:30:00,15.96,94.00,15.02,0.2824,1,0.0,4.32
998,7/13/15 19:40:00,15.96,94.80,15.15,0.2824,1,0.0,4.32
999,7/13/15 19:50:00,15.82,95.70,15.15,0.2821,1,0.0,4.32
1000,7/13/15 20:00:00,15.68,95.80,15.03,0.2821,1,0.0,4.32
1001,7/13/15 20:10:00,15.60,95.90,14.97,0.2824,1,0.0,4.32
1002,7/13/15 20:20:00,15.34,96.30,14.77,0.2813,1,0.0,4.32
1003,7/13/15 20:30:00,15.44,96.80,14.95,0.2810,1,0.0,4.32
1004,7/13/15 20:40:00,15.91,97.10,15.47,0.2810,1,0.0,4.30
1005,7/13/15 20:50:00,15.27,97.00,14.82,0.2810,1,0.0,4.30
1006,7/13/15 21:00:00,15.37,97.10,14.93,0.2821,1,0.0,4.31
1007,7/13/15 21:10:00,15.41,97.20,14.99,0.2824,1,0.0,4.31
1008,7/13/15 21:20:00,15.49,97.30,15.08,0.2821,1,0.0,4.31
1009,7/13/15 21:30:00,15.68,97.60,15.32,0.2837,1,0.0,4.31
1010,7/13/15 21:40:00,15.17,97.70,14.83,0.2834,1,0.0,4.31
1011,7/13/15 21:50:00,15.51,97.70,15.17,0.2834,1,0.0,4.31
1012,7/13/15 22:00:00,15.56,98.00,15.26,0.2881,1,0.0,4.31
1013,7/13/15 22:10:00,15.17,98.10,14.90,0.2919,1,0.0,4.31
1014,7/13/15 22:20:00,15.20,98.20,14.94,0.2928,1,0.0,4.32
1015,7/13/15 22:30:00,15.44,98.40,15.21,0.2928,1,0.0,4.31
1016,7/13/15 22:40:00,14.98,98.50,14.77,0.2932,1,0.0,4.30
1017,7/13/15 22:50:00,15.29,98.50,15.08,0.2938,1,0.0,4.30
1018,7/13/15 23:00:00,15.32,98.50,15.10,0.2946,1,0.0,4.30
1019,7/13/15 23:10:00,15.29,98.60,15.09,0.2949,1,0.0,4.30
1020,7/13/15 23:20:00,15.15,98.50,14.94,0.2949,1,0.0,4.30
1021,7/13/15 23:30:00,15.22,98.60,15.02,0.2949,1,0.0,4.30
1022,7/13/15 23:40:00,15.17,98.70,14.99,0.2949,1,0.0,4.30
1023,7/13/15 23:50:00,15.15,98.70,14.97,0.2952,1,0.0,4.31
1024,7/14/15 00:00:00,15.13,98.70,14.94,0.2952,1,0.0,4.31
1025,7/14/15 00:10:00,15.06,98.80,14.89,0.2959,1,0.0,4.31
1026,7/14/15 00:20:00,15.34,98.90,15.19,0.2959,1,0.0,4.31
1027,7/14/15 00:30:00,15.08,98.90,14.93,0.2973,1,0.0,4.31
1028,7/14/15 00:40:00,14.89,98.90,14.74,0.2987,1,0.0,4.30
1029,7/14/15 00:50:00,14.72,99.00,14.58,0.2994,1,0.0,4.30
1030,7/14/15 01:00:00,14.84,98.90,14.69,0.3005,1,0.0,4.30
1031,7/14/15 01:10:00,15.22,99.00,15.09,0.3011,1,0.0,4.30
1032,7/14/15 01:20:00,14.46,99.10,14.34,0.3011,1,0.0,4.31
1033,7/14/15 01:30:00,15.06,99.10,14.93,0.3019,1,0.0,4.31
1034,7/14/15 01:40:00,14.96,99.10,14.84,0.3029,1,0.0,4.31
1035,7/14/15 01:50:00,14.82,99.10,14.69,0.3033,1,0.0,4.31
1036,7/14/15 02:00:00,14.48,99.10,14.36,0.3040,1,0.0,4.31
1037,7/14/15 02:10:00,15.29,99.20,15.19,0.3054,1,0.0,4.31
1038,7/14/15 02:20:00,15.10,99.30,15.01,0.3058,1,0.0,4.31
1039,7/14/15 02:30:00,14.48,99.30,14.39,0.3066,1,0.0,4.30
1040,7/14/15 02:40:00,14.84,99.40,14.77,0.3072,1,0.0,4.30
1041,7/14/15 02:50:00,15.13,99.40,15.05,0.3077,1,0.0,4.30
1042,7/14/15 03:00:00,13.98,99.40,13.90,0.3080,1,0.0,4.30
1043,7/14/15 03:10:00,14.82,99.50,14.76,0.3087,1,0.0,4.30
1044,7/14/15 03:20:00,14.62,99.50,14.57,0.3098,1,0.0,4.31
1045,7/14/15 03:30:00,15.08,99.50,15.02,0.3160,1,0.0,4.31
1046,7/14/15 03:40:00,14.39,99.50,14.33,0.3204,1,0.0,4.31
1047,7/14/15 03:50:00,14.31,99.40,14.24,0.3240,1,0.0,4.31
1048,7/14/15 04:00:00,14.62,99.50,14.57,0.3312,1,0.0,4.31
1049,7/14/15 04:10:00,14.34,99.50,14.28,0.3330,1,0.0,4.31
1050,7/14/15 04:20:00,14.53,99.50,14.47,0.3330,1,0.0,4.31
1051,7/14/15 04:30:00,14.60,99.60,14.56,0.3326,1,0.0,4.29
1052,7/14/15 04:40:00,14.55,99.60,14.51,0.3321,1,0.0,4.30
1053,7/14/15 04:50:00,14.82,99.50,14.76,0.3312,1,0.0,4.30
1054,7/14/15 05:00:00,14.31,99.60,14.27,0.3304,1,0.0,4.31
1055,7/14/15 05:10:00,14.22,99.60,14.17,0.3299,1,0.0,4.31
1056,7/14/15 05:20:00,14.70,99.50,14.64,0.3290,4,0.0,4.31
1057,7/14/15 05:30:00,14.51,99.60,14.46,0.3286,9,0.0,4.31
1058,7/14/15 05:40:00,14.62,99.50,14.57,0.3286,21,0.0,4.31
1059,7/14/15 05:50:00,14.82,99.50,14.76,0.3277,31,0.0,4.31
1060,7/14/15 06:00:00,14.65,99.50,14.59,0.3277,54,0.0,4.30
1061,7/14/15 06:10:00,15.53,99.50,15.47,0.3274,69,0.0,4.31
1062,7/14/15 06:20:00,15.22,99.40,15.15,0.3269,84,0.0,4.32
1063,7/14/15 06:30:00,14.91,99.30,14.82,0.3265,79,0.0,4.29
1064,7/14/15 06:40:00,14.72,99.30,14.63,0.3261,96,0.0,4.30
1065,7/14/15 06:50:00,15.32,99.30,15.23,0.3261,134,0.0,4.30
1066,7/14/15 07:00:00,15.27,99.10,15.15,0.3256,199,0.0,4.30
1067,7/14/15 07:10:00,15.80,98.20,15.53,0.3252,231,0.0,4.30
1068,7/14/15 07:20:00,15.41,97.40,15.02,0.3244,281,0.0,4.30
1069,7/14/15 07:30:00,16.06,96.90,15.59,0.3244,444,0.0,4.30
1070,7/14/15 07:40:00,16.61,95.80,15.95,0.3235,349,0.0,4.30
1071,7/14/15 07:50:00,16.06,95.60,15.37,0.3228,296,0.0,4.31
1072,7/14/15 08:00:00,15.96,95.30,15.23,0.3223,261,0.0,4.30
1073,7/14/15 08:10:00,16.18,95.90,15.54,0.3219,189,0.0,4.31
1074,7/14/15 08:20:00,16.15,96.20,15.57,0.3207,159,0.0,4.31
1075,7/14/15 08:30:00,15.89,96.60,15.37,0.3204,216,0.0,4.30
1076,7/14/15 08:40:00,15.70,97.00,15.24,0.3204,201,0.0,4.30
1077,7/14/15 08:50:00,15.96,97.10,15.52,0.3207,284,0.0,4.30
1078,7/14/15 09:00:00,15.91,96.70,15.41,0.3207,299,0.0,4.30
1079,7/14/15 09:10:00,16.13,96.40,15.58,0.3204,279,0.0,4.30
1080,7/14/15 09:20:00,16.37,96.00,15.75,0.3195,351,0.0,4.30
1081,7/14/15 09:30:00,16.44,94.70,15.61,0.3192,519,0.0,4.30
1082,7/14/15 09:40:00,16.70,94.00,15.75,0.3178,581,0.0,4.30
1083,7/14/15 09:50:00,17.53,92.00,16.24,0.3171,919,0.0,4.30
1084,7/14/15 10:00:00,18.01,91.10,16.56,0.3163,856,0.0,4.30
1085,7/14/15 10:10:00,18.75,89.40,16.99,0.3163,1876,0.0,4.30
1086,7/14/15 10:20:00,19.63,88.40,17.68,0.3163,1186,0.2,4.30
1087,7/14/15 10:30:00,19.37,87.00,17.17,0.3163,1374,0.0,4.30
1088,7/14/15 10:40:00,19.60,84.00,16.85,0.3163,1176,0.2,4.30
1089,7/14/15 10:50:00,19.48,83.40,16.62,0.3160,611,0.0,4.30
1090,7/14/15 11:00:00,18.65,83.90,15.90,0.3160,469,0.0,4.30
1091,7/14/15 11:10:00,18.89,84.40,16.22,0.3156,881,0.0,4.30
1092,7/14/15 11:20:00,20.22,81.40,16.96,0.3156,1449,0.0,4.32
1093,7/14/15 11:30:00,20.03,78.90,16.28,0.3156,1311,0.0,4.30
1094,7/14/15 11:40:00,19.58,78.00,15.66,0.3148,1296,0.0,4.29
1095,7/14/15 11:50:00,19.37,80.50,15.95,0.3148,844,0.0,4.28
1096,7/14/15 12:00:00,18.94,82.30,15.87,0.3140,446,0.0,4.30
1097,7/14/15 12:10:00,17.68,88.60,15.79,0.3216,249,0.8,4.30
1098,7/14/15 12:20:00,16.70,91.00,15.24,0.3265,216,0.2,4.30
1099,7/14/15 12:30:00,16.77,92.20,15.52,0.3299,261,0.0,4.29
1100,7/14/15 12:40:00,16.37,92.10,15.10,0.3304,281,0.0,4.30
1101,7/14/15 12:50:00,16.56,93.20,15.48,0.3308,361,0.0,4.33
1102,7/14/15 13:00:00,16.22,94.30,15.33,0.3312,361,0.0,4.30
1103,7/14/15 13:10:00,16.49,95.30,15.75,0.3312,339,0.0,4.30
1104,7/14/15 13:20:00,16.11,95.70,15.44,0.3312,234,0.0,4.30
1105,7/14/15 13:30:00,16.22,96.20,15.64,0.3308,174,0.0,4.31
1106,7/14/15 13:40:00,16.34,96.20,15.76,0.3308,211,0.0,4.31
1107,7/14/15 13:50:00,16.34,96.10,15.74,0.3308,456,0.0,4.29
1108,7/14/15 14:00:00,16.46,96.10,15.86,0.3317,449,0.0,4.30
1109,7/14/15 14:10:00,16.46,96.30,15.89,0.3317,354,0.0,4.30
1110,7/14/15 14:20:00,16.92,96.20,16.33,0.3317,516,0.0,4.30
1111,7/14/15 14:30:00,17.11,96.00,16.48,0.3312,614,0.0,4.30
1112,7/14/15 14:40:00,17.42,95.30,16.68,0.3304,609,0.2,4.30
1113,7/14/15 14:50:00,17.01,95.60,16.32,0.3295,554,3.4,4.30
1114,7/14/15 15:00:00,17.22,95.30,16.49,0.3290,491,2.2,4.30
1115,7/14/15 15:10:00,16.96,95.30,16.23,0.3274,424,2.6,4.30
1116,7/14/15 15:20:00,17.22,95.40,16.50,0.3261,331,0.0,4.30
1117,7/14/15 15:30:00,17.27,94.70,16.44,0.3256,249,0.0,4.30
1118,7/14/15 15:40:00,17.03,94.80,16.22,0.3244,269,0.0,4.31
1119,7/14/15 15:50:00,17.49,94.50,16.62,0.3228,436,0.0,4.30
1120,7/14/15 16:00:00,17.37,93.60,16.35,0.3223,531,0.0,4.30
1121,7/14/15 16:10:00,17.63,93.00,16.50,0.3223,441,0.0,4.30
1122,7/14/15 16:20:00,17.65,92.60,16.46,0.3219,451,0.0,4.30
1123,7/14/15 16:30:00,17.27,93.10,16.17,0.3219,311,0.2,4.30
1124,7/14/15 16:40:00,17.70,92.60,16.51,0.3211,391,0.0,4.30
1125,7/14/15 16:50:00,17.37,92.30,16.13,0.3207,324,0.0,4.30
1126,7/14/15 17:00:00,17.22,92.40,16.00,0.3207,231,0.0,4.30
1127,7/14/15 17:10:00,17.15,93.10,16.05,0.3207,151,2.4,4.30
1128,7/14/15 17:20:00,17.15,93.70,16.15,0.3199,136,0.0,4.30
1129,7/14/15 17:30:00,16.56,93.90,15.59,0.3199,111,0.0,4.30
1130,7/14/15 17:40:00,16.46,94.40,15.58,0.3199,76,0.0,4.30
1131,7/14/15 17:50:00,16.72,94.70,15.89,0.3195,74,0.0,4.30
1132,7/14/15 18:00:00,16.25,95.10,15.48,0.3192,74,0.0,4.29
1133,7/14/15 18:10:00,16.13,95.40,15.41,0.3192,61,0.0,4.30
1134,7/14/15 18:20:00,16.20,95.70,15.53,0.3187,61,0.0,4.29
1135,7/14/15 18:30:00,16.13,95.90,15.49,0.3187,41,0.0,4.30
1136,7/14/15 18:40:00,16.18,96.10,15.57,0.3183,26,0.0,4.30
1137,7/14/15 18:50:00,16.01,96.00,15.39,0.3183,9,0.0,4.30
1138,7/14/15 19:00:00,15.63,96.20,15.04,0.3178,1,0.0,4.30
1139,7/14/15 19:10:00,15.70,96.70,15.20,0.3178,1,0.0,4.30
1140,7/14/15 19:20:00,15.56,96.90,15.09,0.3175,1,0.0,4.30
1141,7/14/15 19:30:00,15.68,97.40,15.28,0.3175,1,0.0,4.30
1142,7/14/15 19:40:00,15.70,97.50,15.32,0.3175,1,0.0,4.30
1143,7/14/15 19:50:00,15.70,97.30,15.29,0.3171,1,0.0,4.30
1144,7/14/15 20:00:00,15.89,97.20,15.47,0.3171,1,0.0,4.32
1145,7/14/15 20:10:00,15.82,97.20,15.40,0.3171,1,0.0,4.30
1146,7/14/15 20:20:00,15.91,97.20,15.49,0.3168,1,0.0,4.29
1147,7/14/15 20:30:00,15.77,97.30,15.36,0.3168,1,0.0,4.30
1148,7/14/15 20:40:00,16.15,97.50,15.78,0.3168,1,0.0,4.30
1149,7/14/15 20:50:00,15.72,97.30,15.32,0.3163,1,0.0,4.30
1150,7/14/15 21:00:00,15.80,97.30,15.39,0.3163,1,0.0,4.30
1151,7/14/15 21:10:00,15.46,97.40,15.07,0.3163,1,0.0,4.30
1152,7/14/15 21:20:00,15.70,97.70,15.36,0.3160,1,0.0,4.30
1153,7/14/15 21:30:00,15.58,97.90,15.27,0.3160,1,0.0,4.30
1154,7/14/15 21:40:00,15.41,98.10,15.13,0.3160,1,0.0,4.30
1155,7/14/15 21:50:00,15.51,97.90,15.20,0.3156,1,0.0,4.30
1156,7/14/15 22:00:00,15.72,97.90,15.41,0.3156,1,0.0,4.30
1157,7/14/15 22:10:00,15.68,98.00,15.38,0.3156,1,0.0,4.29
1158,7/14/15 22:20:00,15.58,98.20,15.32,0.3151,1,0.0,4.30
1159,7/14/15 22:30:00,15.99,98.30,15.74,0.3151,1,0.0,4.30
1160,7/14/15 22:40:00,15.53,98.20,15.27,0.3148,1,0.0,4.30
1161,7/14/15 22:50:00,15.65,98.30,15.40,0.3144,1,0.0,4.30
1162,7/14/15 23:00:00,15.46,98.30,15.21,0.3144,1,0.0,4.30
1163,7/14/15 23:10:00,15.44,98.50,15.22,0.3144,1,0.2,4.30
1164,7/14/15 23:20:00,15.39,98.50,15.17,0.3144,1,0.0,4.30
1165,7/14/15 23:30:00,15.41,98.50,15.20,0.3144,1,0.0,4.30
1166,7/14/15 23:40:00,15.32,98.50,15.10,0.3144,1,0.0,4.30
1167,7/14/15 23:50:00,15.44,98.50,15.22,0.3140,1,0.0,4.30
1168,7/15/15 00:00:00,15.27,98.50,15.05,0.3133,1,0.0,4.30
1169,7/15/15 00:10:00,15.25,98.70,15.06,0.3171,1,0.0,4.29
1170,7/15/15 00:20:00,15.70,98.80,15.53,0.3175,1,0.0,4.30
1171,7/15/15 00:30:00,15.34,99.00,15.20,0.3175,1,0.0,4.30
1172,7/15/15 00:40:00,15.22,99.10,15.10,0.3187,1,0.0,4.30
1173,7/15/15 00:50:00,15.32,99.20,15.21,0.3183,1,0.0,4.30
1174,7/15/15 01:00:00,15.27,99.20,15.16,0.3175,1,0.0,4.30
1175,7/15/15 01:10:00,15.22,99.10,15.10,0.3178,1,0.0,4.30
1176,7/15/15 01:20:00,15.32,99.10,15.20,0.3178,1,0.0,4.30
1177,7/15/15 01:30:00,15.22,99.20,15.12,0.3178,1,0.0,4.30
1178,7/15/15 01:40:00,15.32,99.20,15.21,0.3175,1,0.0,4.30
1179,7/15/15 01:50:00,15.32,99.20,15.21,0.3175,1,0.0,4.30
1180,7/15/15 02:00:00,15.10,99.20,15.00,0.3175,1,0.0,4.30
1181,7/15/15 02:10:00,15.01,99.20,14.90,0.3175,1,0.0,4.29
1182,7/15/15 02:20:00,14.77,99.20,14.66,0.3171,1,0.0,4.32
1183,7/15/15 02:30:00,14.91,99.10,14.79,0.3171,1,0.0,4.32
1184,7/15/15 02:40:00,14.82,99.10,14.69,0.3175,1,0.0,4.30
1185,7/15/15 02:50:00,14.82,99.20,14.71,0.3171,1,0.0,4.30
1186,7/15/15 03:00:00,14.70,99.20,14.59,0.3171,1,0.0,4.30
1187,7/15/15 03:10:00,14.72,99.30,14.63,0.3171,1,0.0,4.30
1188,7/15/15 03:20:00,14.72,99.20,14.61,0.3171,1,0.0,4.30
1189,7/15/15 03:30:00,14.94,99.10,14.81,0.3171,1,0.0,4.30
1190,7/15/15 03:40:00,14.84,99.10,14.72,0.3175,1,0.0,4.30
1191,7/15/15 03:50:00,14.70,99.10,14.57,0.3171,1,0.0,4.30
1192,7/15/15 04:00:00,14.62,99.10,14.50,0.3171,1,0.0,4.30
1193,7/15/15 04:10:00,14.96,99.20,14.85,0.3171,1,0.0,4.29
1194,7/15/15 04:20:00,14.82,99.20,14.71,0.3171,1,0.0,4.30
1195,7/15/15 04:30:00,14.74,99.30,14.65,0.3171,1,0.0,4.30
1196,7/15/15 04:40:00,14.89,99.30,14.80,0.3171,1,0.0,4.30
1197,7/15/15 04:50:00,14.94,99.30,14.85,0.3168,1,0.0,4.30
1198,7/15/15 05:00:00,14.72,99.30,14.63,0.3171,1,0.0,4.30
1199,7/15/15 05:10:00,14.86,99.40,14.79,0.3178,1,0.0,4.30
1200,7/15/15 05:20:00,14.77,99.50,14.71,0.3178,6,0.0,4.30
1201,7/15/15 05:30:00,14.89,99.50,14.83,0.3187,24,0.0,4.30
1202,7/15/15 05:40:00,14.98,99.40,14.91,0.3183,61,0.0,4.30
1203,7/15/15 05:50:00,15.27,99.40,15.20,0.3183,119,0.0,4.30
1204,7/15/15 06:00:00,15.32,99.00,15.18,0.3183,164,0.0,4.30
1205,7/15/15 06:10:00,15.51,98.50,15.29,0.3183,131,0.0,4.29
1206,7/15/15 06:20:00,15.65,98.10,15.37,0.3183,121,0.0,4.30
1207,7/15/15 06:30:00,15.56,98.00,15.26,0.3178,161,0.0,4.30
1208,7/15/15 06:40:00,15.37,98.10,15.09,0.3178,149,0.0,4.30
1209,7/15/15 06:50:00,15.27,98.10,14.99,0.3178,211,0.0,4.30
1210,7/15/15 07:00:00,15.70,97.50,15.32,0.3175,259,0.0,4.30
1211,7/15/15 07:10:00,15.82,96.70,15.32,0.3171,206,0.0,4.30
1212,7/15/15 07:20:00,16.22,96.70,15.72,0.3168,351,0.0,4.30
1213,7/15/15 07:30:00,16.30,95.40,15.58,0.3160,399,0.0,4.30
1214,7/15/15 07:40:00,16.46,94.50,15.60,0.3156,416,0.0,4.30
1215,7/15/15 07:50:00,16.49,94.20,15.57,0.3148,381,0.0,4.30
1216,7/15/15 08:00:00,16.72,94.00,15.77,0.3144,426,0.0,4.28
1217,7/15/15 08:10:00,17.11,92.60,15.92,0.3140,564,0.0,4.30
1218,7/15/15 08:20:00,17.37,91.80,16.04,0.3144,606,0.0,4.30
1219,7/15/15 08:30:00,17.84,90.30,16.25,0.3140,799,0.0,4.30
