"Plot Title: b0004a15"
"#","Date Time, GMT+06:00","H08 Temp., °F (LGR S/N: 368110)","H08 High Res. Temp., °F (LGR S/N: 368110)","GCap. RH, % (LGR S/N: 368110)"
1503,07/16/03 02:00:00 AM,60.80,61.02,96.70
1504,07/16/03 03:00:00 AM,60.80,61.02,96.70
1505,07/16/03 04:00:00 AM,60.80,61.05,93.70
1506,07/16/03 05:00:00 AM,60.80,60.62,93.30
1507,07/16/03 06:00:00 AM,60.80,60.49,93.70
1508,07/16/03 07:00:00 AM,60.80,60.80,92.50
1509,07/16/03 08:00:00 AM,63.54,63.84,83.60
1510,07/16/03 09:00:00 AM,66.96,66.83,73.60
1511,07/16/03 10:00:00 AM,71.08,71.08,64.60
1512,07/16/03 11:00:00 AM,75.22,75.27,55.90
1513,07/16/03 12:00:00 PM,79.41,79.23,46.10
1514,07/16/03 01:00:00 PM,78.71,78.40,50.70
1515,07/16/03 02:00:00 PM,79.41,79.23,49.70
1516,07/16/03 03:00:00 PM,78.71,78.40,53.80
1517,07/16/03 04:00:00 PM,75.92,75.74,57.90
1518,07/16/03 05:00:00 PM,70.39,70.56,75.10
1519,07/16/03 06:00:00 PM,72.46,72.63,64.60
1520,07/16/03 07:00:00 PM,69.71,69.66,72.60
1521,07/16/03 08:00:00 PM,65.59,65.77,88.00
1522,07/16/03 09:00:00 PM,65.59,65.80,88.00
1523,07/16/03 10:00:00 PM,65.59,65.30,90.10
1524,07/16/03 11:00:00 PM,63.54,63.54,95.60
1525,07/17/03 12:00:00 AM,62.85,62.82,97.10
1526,07/17/03 01:00:00 AM,62.17,61.99,98.50
1527,07/17/03 02:00:00 AM,61.48,61.39,99.80
1528,07/17/03 03:00:00 AM,60.80,61.09,101.10
1529,07/17/03 04:00:00 AM,60.80,61.02,99.50
1530,07/17/03 05:00:00 AM,61.48,61.18,94.90
1531,07/17/03 06:00:00 AM,60.80,61.09,94.90
1532,07/17/03 07:00:00 AM,60.80,60.80,102.10
1533,07/17/03 08:00:00 AM,61.48,61.83,95.60
1534,07/17/03 09:00:00 AM,64.22,63.91,90.50
1535,07/17/03 10:00:00 AM,66.27,66.15,82.60
1536,07/17/03 11:00:00 AM,70.39,70.09,67.20
1537,07/17/03 12:00:00 PM,76.62,76.57,58.50
1538,07/17/03 01:00:00 PM,78.01,77.79,54.30
1539,07/17/03 02:00:00 PM,78.71,78.75,54.30
1540,07/17/03 03:00:00 PM,76.62,76.48,56.40
1541,07/17/03 04:00:00 PM,75.22,75.49,62.10
1542,07/17/03 05:00:00 PM,74.53,74.53,63.60
1543,07/17/03 06:00:00 PM,71.76,71.60,68.70
1544,07/17/03 07:00:00 PM,69.71,69.84,71.20
1545,07/17/03 08:00:00 PM,65.59,65.77,84.90
1546,07/17/03 09:00:00 PM,65.59,65.68,85.30
1547,07/17/03 10:00:00 PM,64.90,64.87,88.00
1548,07/17/03 11:00:00 PM,64.90,64.62,90.10
1549,07/18/03 12:00:00 AM,64.22,64.18,93.30
1550,07/18/03 01:00:00 AM,61.48,61.52,99.50
1551,07/18/03 02:00:00 AM,60.80,60.80,96.00
1552,07/18/03 03:00:00 AM,60.12,60.28,97.80
1553,07/18/03 04:00:00 AM,60.12,59.97,97.10
1554,07/18/03 05:00:00 AM,59.41,59.54,99.50
1555,07/18/03 06:00:00 AM,59.41,59.34,100.20
1556,07/18/03 07:00:00 AM,60.80,60.49,97.10
1557,07/18/03 08:00:00 AM,63.54,63.28,90.90
1558,07/18/03 09:00:00 AM,69.71,69.58,72.60
1559,07/18/03 10:00:00 AM,74.53,74.62,61.00
1560,07/18/03 11:00:00 AM,76.62,76.53,53.30
1561,07/18/03 12:00:00 PM,78.01,78.19,49.70
1562,07/18/03 01:00:00 PM,80.82,81.00,49.70
1563,07/18/03 02:00:00 PM,77.31,77.52,54.30
1564,07/18/03 03:00:00 PM,77.31,77.18,53.80
1565,07/18/03 04:00:00 PM,75.92,76.23,55.90
1566,07/18/03 05:00:00 PM,73.15,73.45,62.60
1567,07/18/03 06:00:00 PM,71.08,71.29,67.70
1568,07/18/03 07:00:00 PM,69.71,69.78,69.20
1569,07/18/03 08:00:00 PM,69.03,69.03,70.20
1570,07/18/03 09:00:00 PM,67.66,67.98,73.10
1571,07/18/03 10:00:00 PM,67.66,67.64,73.60
1572,07/18/03 11:00:00 PM,66.27,66.33,77.50
1573,07/19/03 12:00:00 AM,66.27,66.49,75.60
1574,07/19/03 01:00:00 AM,66.27,65.98,70.70
1575,07/19/03 02:00:00 AM,64.90,65.08,72.20
1576,07/19/03 03:00:00 AM,64.22,64.40,73.60
1577,07/19/03 04:00:00 AM,64.22,64.13,75.10
1578,07/19/03 05:00:00 AM,64.22,64.56,74.10
1579,07/19/03 06:00:00 AM,62.85,62.98,78.50
1580,07/19/03 07:00:00 AM,64.22,64.13,76.50
1581,07/19/03 08:00:00 AM,64.90,64.99,75.60
1582,07/19/03 09:00:00 AM,69.71,69.40,59.50
1583,07/19/03 10:00:00 AM,71.08,70.99,55.40
1584,07/19/03 11:00:00 AM,73.15,73.06,52.80
1585,07/19/03 12:00:00 PM,73.15,73.09,53.80
1586,07/19/03 01:00:00 PM,73.15,73.49,54.90
1587,07/19/03 02:00:00 PM,73.15,73.45,55.90
1588,07/19/03 03:00:00 PM,72.46,72.75,57.40
1589,07/19/03 04:00:00 PM,73.15,72.93,57.40
1590,07/19/03 05:00:00 PM,71.08,71.33,62.60
1591,07/19/03 06:00:00 PM,69.71,69.49,67.70
1592,07/19/03 07:00:00 PM,69.03,68.76,69.70
1593,07/19/03 08:00:00 PM,67.66,67.98,72.60
1594,07/19/03 09:00:00 PM,64.90,64.87,84.00
1595,07/19/03 10:00:00 PM,64.90,64.62,84.50
1596,07/19/03 11:00:00 PM,62.85,63.10,94.10
1597,07/20/03 12:00:00 AM,61.48,61.52,102.40
1598,07/20/03 01:00:00 AM,60.80,61.14,102.40
1599,07/20/03 02:00:00 AM,61.48,61.23,99.80
1600,07/20/03 03:00:00 AM,60.80,61.05,98.10
1601,07/20/03 04:00:00 AM,60.12,60.37,102.40
1602,07/20/03 05:00:00 AM,60.80,60.58,102.40
1603,07/20/03 06:00:00 AM,60.12,60.46,103.30
1604,07/20/03 07:00:00 AM,60.80,61.09,100.50
1605,07/20/03 08:00:00 AM,62.17,62.20,96.70
1606,07/20/03 09:00:00 AM,64.90,64.69,88.40
1607,07/20/03 10:00:00 AM,66.96,67.01,79.90
1608,07/20/03 11:00:00 AM,71.08,70.83,71.70
1609,07/20/03 12:00:00 PM,73.83,73.58,61.60
1610,07/20/03 01:00:00 PM,75.92,75.96,57.90
1611,07/20/03 02:00:00 PM,77.31,77.18,56.40
1612,07/20/03 03:00:00 PM,75.22,75.52,59.00
1613,07/20/03 04:00:00 PM,75.22,74.91,61.00
1614,07/20/03 05:00:00 PM,71.76,71.94,65.60
1615,07/20/03 06:00:00 PM,65.59,65.59,92.10
1616,07/20/03 07:00:00 PM,64.22,64.22,98.80
1617,07/20/03 08:00:00 PM,64.22,64.31,98.50
1618,07/20/03 09:00:00 PM,63.54,63.41,98.50
1619,07/20/03 10:00:00 PM,62.85,62.89,101.50
1620,07/20/03 11:00:00 PM,62.85,62.64,97.80
1621,07/21/03 12:00:00 AM,62.85,63.16,92.10
1622,07/21/03 01:00:00 AM,62.17,62.38,99.20
1623,07/21/03 02:00:00 AM,62.85,62.55,94.10
1624,07/21/03 03:00:00 AM,62.85,62.94,89.70
1625,07/21/03 04:00:00 AM,62.17,62.42,93.70
1626,07/21/03 05:00:00 AM,62.17,62.17,96.00
1627,07/21/03 06:00:00 AM,61.48,61.65,98.10
1628,07/21/03 07:00:00 AM,62.85,62.76,88.00
1629,07/21/03 08:00:00 AM,64.22,63.91,84.00
1630,07/21/03 09:00:00 AM,67.66,67.60,73.60
1631,07/21/03 10:00:00 AM,71.76,72.10,62.10
1632,07/21/03 11:00:00 AM,77.31,77.09,57.40
1633,07/21/03 12:00:00 PM,78.01,78.04,54.30
1634,07/21/03 01:00:00 PM,78.71,78.44,53.80
1635,07/21/03 02:00:00 PM,78.01,78.13,53.80
1636,07/21/03 03:00:00 PM,76.62,76.35,55.90
1637,07/21/03 04:00:00 PM,66.27,66.36,73.60
1638,07/21/03 05:00:00 PM,62.85,62.85,85.80
1639,07/21/03 06:00:00 PM,63.54,63.88,83.10
1640,07/21/03 07:00:00 PM,63.54,63.23,86.70
1641,07/21/03 08:00:00 PM,61.48,61.65,90.90
1642,07/21/03 09:00:00 PM,60.80,60.75,90.10
1643,07/21/03 10:00:00 PM,60.12,60.06,92.50
1644,07/21/03 11:00:00 PM,60.12,60.24,92.90
1645,07/22/03 12:00:00 AM,60.12,60.31,92.90
1646,07/22/03 01:00:00 AM,59.41,59.59,93.30
1647,07/22/03 02:00:00 AM,59.41,59.16,96.30
1648,07/22/03 03:00:00 AM,59.41,59.25,93.70
1649,07/22/03 04:00:00 AM,58.73,58.86,94.90
1650,07/22/03 05:00:00 AM,59.41,59.41,92.10
1651,07/22/03 06:00:00 AM,59.41,59.59,91.30
1652,07/22/03 07:00:00 AM,60.12,60.19,90.10
1653,07/22/03 08:00:00 AM,61.48,61.61,86.20
1654,07/22/03 09:00:00 AM,65.59,65.43,74.60
1655,07/22/03 10:00:00 AM,72.46,72.59,64.60
1656,07/22/03 11:00:00 AM,74.53,74.41,59.50
1657,07/22/03 12:00:00 PM,76.62,76.91,51.80
1658,07/22/03 01:00:00 PM,77.31,77.49,53.30
1659,07/22/03 02:00:00 PM,77.31,77.67,55.40
1660,07/22/03 03:00:00 PM,75.92,76.08,56.90
1661,07/22/03 04:00:00 PM,73.15,73.49,65.60
1662,07/22/03 05:00:00 PM,71.76,71.76,70.20
1663,07/22/03 06:00:00 PM,69.03,69.15,78.90
1664,07/22/03 07:00:00 PM,67.66,67.98,80.80
1665,07/22/03 08:00:00 PM,66.96,66.92,83.60
1666,07/22/03 09:00:00 PM,64.90,64.96,88.00
1667,07/22/03 10:00:00 PM,64.22,64.00,84.50
1668,07/22/03 11:00:00 PM,62.17,62.17,91.70
1669,07/23/03 12:00:00 AM,60.80,60.58,95.20
1670,07/23/03 01:00:00 AM,59.41,59.47,98.50
1671,07/23/03 02:00:00 AM,59.41,59.68,97.80
1672,07/23/03 03:00:00 AM,60.12,60.24,95.60
1673,07/23/03 04:00:00 AM,60.12,60.28,96.00
1674,07/23/03 05:00:00 AM,60.12,60.31,95.60
1675,07/23/03 06:00:00 AM,60.80,61.09,93.30
1676,07/23/03 07:00:00 AM,61.48,61.70,91.30
1677,07/23/03 08:00:00 AM,64.90,64.90,81.30
1678,07/23/03 09:00:00 AM,69.03,69.03,71.70
1679,07/23/03 10:00:00 AM,75.92,76.17,56.40
1680,07/23/03 11:00:00 AM,77.31,77.31,50.20
1681,07/23/03 12:00:00 PM,80.11,79.93,45.60
1682,07/23/03 01:00:00 PM,82.24,82.42,42.50
1683,07/23/03 02:00:00 PM,83.66,83.80,42.00
1684,07/23/03 03:00:00 PM,81.54,81.57,47.10
1685,07/23/03 04:00:00 PM,76.62,76.53,59.50
1686,07/23/03 05:00:00 PM,63.54,63.79,90.10
1687,07/23/03 06:00:00 PM,62.17,62.17,95.20
1688,07/23/03 07:00:00 PM,62.17,62.33,94.50
1689,07/23/03 08:00:00 PM,62.85,62.60,92.10
1690,07/23/03 09:00:00 PM,61.48,61.23,95.60
1691,07/23/03 10:00:00 PM,60.12,60.37,96.00
1692,07/23/03 11:00:00 PM,59.41,59.76,98.50
1693,07/24/03 12:00:00 AM,60.12,60.06,96.00
1694,07/24/03 01:00:00 AM,59.41,59.38,97.40
1695,07/24/03 02:00:00 AM,58.05,57.87,99.80
1696,07/24/03 03:00:00 AM,57.36,57.06,100.80
1697,07/24/03 04:00:00 AM,58.05,57.96,98.80
1698,07/24/03 05:00:00 AM,58.73,59.07,97.10
1699,07/24/03 06:00:00 AM,60.12,59.81,93.30
1700,07/24/03 07:00:00 AM,60.80,60.49,91.70
1701,07/24/03 08:00:00 AM,61.48,61.43,89.20
1702,07/24/03 09:00:00 AM,64.22,64.31,78.90
1703,07/24/03 10:00:00 AM,66.96,67.26,73.60
1704,07/24/03 11:00:00 AM,74.53,74.62,60.00
1705,07/24/03 12:00:00 PM,80.82,80.51,43.50
1706,07/24/03 01:00:00 PM,82.96,83.26,36.50
1707,07/24/03 02:00:00 PM,83.66,83.39,43.50
1708,07/24/03 03:00:00 PM,82.24,82.54,46.10
1709,07/24/03 04:00:00 PM,76.62,76.48,57.90
1710,07/24/03 05:00:00 PM,71.76,71.60,79.90
1711,07/24/03 06:00:00 PM,71.76,71.98,75.60
1712,07/24/03 07:00:00 PM,69.71,69.40,74.10
1713,07/24/03 08:00:00 PM,68.34,68.16,77.50
1714,07/24/03 09:00:00 PM,66.96,67.23,82.60
1715,07/24/03 10:00:00 PM,64.90,65.25,88.00
1716,07/24/03 11:00:00 PM,64.22,64.53,90.90
1717,07/25/03 12:00:00 AM,63.54,63.57,91.70
1718,07/25/03 01:00:00 AM,62.17,61.92,99.50
1719,07/25/03 02:00:00 AM,61.48,61.36,103.00
1720,07/25/03 03:00:00 AM,62.85,62.94,88.80
1721,07/25/03 04:00:00 AM,61.48,61.57,96.70
1722,07/25/03 05:00:00 AM,61.48,61.18,96.30
1723,07/25/03 06:00:00 AM,60.12,60.31,98.50
1724,07/25/03 07:00:00 AM,62.17,61.86,97.10
1725,07/25/03 08:00:00 AM,63.54,63.79,85.80
1726,07/25/03 09:00:00 AM,66.27,66.36,80.80
1727,07/25/03 10:00:00 AM,69.71,69.71,70.20
1728,07/25/03 11:00:00 AM,71.08,71.33,69.20
1729,07/25/03 12:00:00 PM,73.15,73.06,65.10
1730,07/25/03 01:00:00 PM,73.83,73.71,60.00
1731,07/25/03 02:00:00 PM,74.53,74.53,60.50
1732,07/25/03 03:00:00 PM,76.62,76.48,50.20
1733,07/25/03 04:00:00 PM,67.66,67.98,79.40
1734,07/25/03 05:00:00 PM,73.15,72.84,68.70
1735,07/25/03 06:00:00 PM,71.76,71.89,67.20
1736,07/25/03 07:00:00 PM,69.03,69.31,75.10
1737,07/25/03 08:00:00 PM,66.96,66.70,89.20
1738,07/25/03 09:00:00 PM,64.22,64.18,97.40
1739,07/25/03 10:00:00 PM,63.54,63.23,99.50
1740,07/25/03 11:00:00 PM,63.54,63.54,96.70
1741,07/26/03 12:00:00 AM,62.85,63.16,98.10
1742,07/26/03 01:00:00 AM,62.85,62.82,98.50
1743,07/26/03 02:00:00 AM,62.17,62.33,101.80
1744,07/26/03 03:00:00 AM,62.17,62.38,97.40
1745,07/26/03 04:00:00 AM,62.17,62.04,98.50
1746,07/26/03 05:00:00 AM,61.48,61.36,96.30
1747,07/26/03 06:00:00 AM,61.48,61.23,99.80
1748,07/26/03 07:00:00 AM,62.17,62.38,95.60
1749,07/26/03 08:00:00 AM,63.54,63.66,90.10
1750,07/26/03 09:00:00 AM,67.66,67.78,77.00
1751,07/26/03 10:00:00 AM,72.46,72.16,66.10
1752,07/26/03 11:00:00 AM,76.62,76.60,56.90
1753,07/26/03 12:00:00 PM,76.62,76.53,60.50
1754,07/26/03 01:00:00 PM,78.71,78.53,54.90
1755,07/26/03 02:00:00 PM,80.11,80.20,49.20
1756,07/26/03 03:00:00 PM,77.31,77.36,54.90
1757,07/26/03 04:00:00 PM,73.83,74.14,69.20
1758,07/26/03 05:00:00 PM,78.01,77.88,56.90
1759,07/26/03 06:00:00 PM,70.39,70.52,80.30
1760,07/26/03 07:00:00 PM,66.96,67.08,89.20
1761,07/26/03 08:00:00 PM,67.66,67.51,85.30
1762,07/26/03 09:00:00 PM,66.27,66.24,89.70
1763,07/26/03 10:00:00 PM,65.59,65.43,92.90
1764,07/26/03 11:00:00 PM,64.90,64.87,93.70
1765,07/27/03 12:00:00 AM,64.22,64.31,95.20
1766,07/27/03 01:00:00 AM,62.85,63.16,97.10
1767,07/27/03 02:00:00 AM,63.54,63.23,100.50
1768,07/27/03 03:00:00 AM,63.54,63.41,96.00
1769,07/27/03 04:00:00 AM,62.85,62.85,99.80
1770,07/27/03 05:00:00 AM,62.17,62.04,102.70
1771,07/27/03 06:00:00 AM,62.17,61.95,100.80
1772,07/27/03 07:00:00 AM,62.17,62.08,100.80
1773,07/27/03 08:00:00 AM,62.85,62.82,100.80
1774,07/27/03 09:00:00 AM,64.90,65.12,91.30
1775,07/27/03 10:00:00 AM,66.96,67.30,85.80
1776,07/27/03 11:00:00 AM,73.83,74.05,64.10
1777,07/27/03 12:00:00 PM,74.53,74.88,63.60
1778,07/27/03 01:00:00 PM,76.62,76.69,55.90
1779,07/27/03 02:00:00 PM,78.01,78.31,55.90
1780,07/27/03 03:00:00 PM,77.31,77.58,55.90
1781,07/27/03 04:00:00 PM,76.62,76.84,57.90
1782,07/27/03 05:00:00 PM,75.92,75.65,61.00
1783,07/27/03 06:00:00 PM,71.08,70.86,75.10
1784,07/27/03 07:00:00 PM,66.96,67.08,84.00
1785,07/27/03 08:00:00 PM,65.59,65.59,87.50
1786,07/27/03 09:00:00 PM,65.59,65.46,85.30
1787,07/27/03 10:00:00 PM,64.22,64.53,87.50
1788,07/27/03 11:00:00 PM,63.54,63.54,89.20
1789,07/28/03 12:00:00 AM,63.54,63.41,89.70
1790,07/28/03 01:00:00 AM,62.17,61.86,95.60
1791,07/28/03 02:00:00 AM,62.17,62.29,91.70
1792,07/28/03 03:00:00 AM,62.17,62.04,90.50
1793,07/28/03 04:00:00 AM,60.80,61.05,93.30
1794,07/28/03 05:00:00 AM,59.41,59.29,96.70
1795,07/28/03 06:00:00 AM,58.05,58.30,97.80
1796,07/28/03 07:00:00 AM,59.41,59.68,96.70
1797,07/28/03 08:00:00 AM,62.85,63.16,85.80
1798,07/28/03 09:00:00 AM,68.34,68.13,73.60
1799,07/28/03 10:00:00 AM,72.46,72.75,57.40
1800,07/28/03 11:00:00 AM,75.92,76.08,51.20
1801,07/28/03 12:00:00 PM,78.71,78.80,46.60
1802,07/28/03 01:00:00 PM,80.11,79.90,48.10
1803,07/28/03 02:00:00 PM,80.11,80.20,47.10
1804,07/28/03 03:00:00 PM,79.41,79.45,48.70
1805,07/28/03 04:00:00 PM,78.01,78.28,50.70
1806,07/28/03 05:00:00 PM,75.92,76.26,56.40
1807,07/28/03 06:00:00 PM,73.83,74.05,58.50
1808,07/28/03 07:00:00 PM,71.76,71.51,64.60
1809,07/28/03 08:00:00 PM,69.03,68.81,75.60
1810,07/28/03 09:00:00 PM,66.96,67.26,80.30
1811,07/28/03 10:00:00 PM,66.96,66.79,81.70
1812,07/28/03 11:00:00 PM,65.59,65.34,88.40
1813,07/29/03 12:00:00 AM,64.22,63.91,92.50
1814,07/29/03 01:00:00 AM,62.17,62.38,101.80
1815,07/29/03 02:00:00 AM,62.17,62.51,100.80
1816,07/29/03 03:00:00 AM,62.17,62.04,100.20
1817,07/29/03 04:00:00 AM,62.17,62.17,99.20
1818,07/29/03 05:00:00 AM,61.48,61.70,101.50
1819,07/29/03 06:00:00 AM,60.80,61.05,102.10
1820,07/29/03 07:00:00 AM,61.48,61.77,101.50
1821,07/29/03 08:00:00 AM,64.22,64.06,91.30
1822,07/29/03 09:00:00 AM,68.34,68.63,76.50
1823,07/29/03 10:00:00 AM,71.76,71.47,69.70
1824,07/29/03 11:00:00 AM,76.62,76.78,55.90
1825,07/29/03 12:00:00 PM,78.01,77.88,53.80
1826,07/29/03 01:00:00 PM,77.31,77.49,56.40
1827,07/29/03 02:00:00 PM,75.22,75.13,63.10
1828,07/29/03 03:00:00 PM,75.22,75.22,61.60
1829,07/29/03 04:00:00 PM,69.03,68.94,81.70
1830,07/29/03 05:00:00 PM,67.66,67.95,84.50
1831,07/29/03 06:00:00 PM,69.03,68.85,83.10
1832,07/29/03 07:00:00 PM,68.34,68.32,83.10
1833,07/29/03 08:00:00 PM,67.66,67.69,81.30
1834,07/29/03 09:00:00 PM,68.34,68.59,75.60
1835,07/29/03 10:00:00 PM,66.96,66.83,81.70
1836,07/29/03 11:00:00 PM,66.96,66.92,79.90
1837,07/30/03 12:00:00 AM,65.59,65.43,86.70
1838,07/30/03 01:00:00 AM,64.22,64.18,92.50
1839,07/30/03 02:00:00 AM,64.22,63.97,92.50
1840,07/30/03 03:00:00 AM,63.54,63.45,96.00
1841,07/30/03 04:00:00 AM,62.85,62.60,100.50
1842,07/30/03 05:00:00 AM,62.85,63.07,97.40
1843,07/30/03 06:00:00 AM,62.85,62.89,99.20
1844,07/30/03 07:00:00 AM,63.54,63.37,96.70
1845,07/30/03 08:00:00 AM,62.85,62.60,99.80
1846,07/30/03 09:00:00 AM,63.54,63.45,97.80
1847,07/30/03 10:00:00 AM,64.90,64.99,91.70
1848,07/30/03 11:00:00 AM,65.59,65.34,92.50
1849,07/30/03 12:00:00 PM,66.27,66.61,86.20
1850,07/30/03 01:00:00 PM,67.66,67.69,82.60
1851,07/30/03 02:00:00 PM,64.90,65.16,90.50
1852,07/30/03 03:00:00 PM,66.27,66.24,78.90
1853,07/30/03 04:00:00 PM,66.96,66.83,80.30
1854,07/30/03 05:00:00 PM,66.27,65.98,82.20
1855,07/30/03 06:00:00 PM,65.59,65.50,84.00
1856,07/30/03 07:00:00 PM,64.90,64.62,89.70
1857,07/30/03 08:00:00 PM,62.85,62.98,95.60
1858,07/30/03 09:00:00 PM,62.17,62.08,99.80
1859,07/30/03 10:00:00 PM,62.17,61.95,99.50
1860,07/30/03 11:00:00 PM,61.48,61.52,99.20
1861,07/31/03 12:00:00 AM,60.80,61.14,101.50
1862,07/31/03 01:00:00 AM,60.80,60.80,103.30
1863,07/31/03 02:00:00 AM,60.80,60.62,101.80
1864,07/31/03 03:00:00 AM,60.80,60.58,100.80
1865,07/31/03 04:00:00 AM,60.12,60.31,102.40
1866,07/31/03 05:00:00 AM,60.80,60.58,100.20
1867,07/31/03 06:00:00 AM,60.12,60.31,102.40
1868,07/31/03 07:00:00 AM,60.80,60.75,102.10
1869,07/31/03 08:00:00 AM,62.17,62.13,95.60
1870,07/31/03 09:00:00 AM,62.85,63.03,94.10
1871,07/31/03 10:00:00 AM,65.59,65.30,91.70
1872,07/31/03 11:00:00 AM,67.66,67.35,79.40
1873,07/31/03 12:00:00 PM,69.03,69.15,74.10
1874,07/31/03 01:00:00 PM,67.66,67.91,79.40
1875,07/31/03 02:00:00 PM,69.03,69.22,76.10
1876,07/31/03 03:00:00 PM,71.08,71.04,69.70
1877,07/31/03 04:00:00 PM,69.71,69.71,74.60
1878,07/31/03 05:00:00 PM,68.34,68.07,81.30
1879,07/31/03 06:00:00 PM,67.66,67.60,82.20
1880,07/31/03 07:00:00 PM,65.59,65.77,88.80
1881,07/31/03 08:00:00 PM,62.85,62.82,102.10
1882,07/31/03 09:00:00 PM,62.85,62.60,98.50
1883,07/31/03 10:00:00 PM,62.17,62.33,98.50
1884,07/31/03 11:00:00 PM,62.17,62.17,98.10
1885,08/01/03 12:00:00 AM,62.17,61.86,98.10
1886,08/01/03 01:00:00 AM,60.80,60.84,101.50
1887,08/01/03 02:00:00 AM,61.48,61.43,97.80
1888,08/01/03 03:00:00 AM,61.48,61.39,97.40
1889,08/01/03 04:00:00 AM,60.80,60.96,98.50
1890,08/01/03 05:00:00 AM,60.80,60.53,100.20
1891,08/01/03 06:00:00 AM,60.12,60.37,100.20
1892,08/01/03 07:00:00 AM,60.80,60.75,99.50
1893,08/01/03 08:00:00 AM,62.17,62.42,97.80
1894,08/01/03 09:00:00 AM,64.90,64.69,88.00
1895,08/01/03 10:00:00 AM,69.71,69.78,74.60
1896,08/01/03 11:00:00 AM,72.46,72.81,63.10
1897,08/01/03 12:00:00 PM,75.92,75.74,55.40
1898,08/01/03 01:00:00 PM,76.62,76.69,54.90
1899,08/01/03 02:00:00 PM,76.62,76.53,54.90
1900,08/01/03 03:00:00 PM,75.22,75.43,60.00
1901,08/01/03 04:00:00 PM,69.71,70.00,77.50
1902,08/01/03 05:00:00 PM,70.39,70.74,70.20
1903,08/01/03 06:00:00 PM,66.96,66.83,81.70
1904,08/01/03 07:00:00 PM,66.27,66.02,83.60
1905,08/01/03 08:00:00 PM,64.90,65.21,84.90
1906,08/01/03 09:00:00 PM,63.54,63.72,90.50
1907,08/01/03 10:00:00 PM,62.85,62.82,92.50
1908,08/01/03 11:00:00 PM,62.85,62.64,92.10
1909,08/02/03 12:00:00 AM,62.17,61.95,94.50
1910,08/02/03 01:00:00 AM,61.48,61.83,94.10
1911,08/02/03 02:00:00 AM,61.48,61.48,96.00
1912,08/02/03 03:00:00 AM,60.80,60.96,97.80
1913,08/02/03 04:00:00 AM,60.80,60.49,100.50
1914,08/02/03 05:00:00 AM,60.12,60.19,101.50
1915,08/02/03 06:00:00 AM,60.12,60.06,101.80
1916,08/02/03 07:00:00 AM,60.80,60.58,99.50
1917,08/02/03 08:00:00 AM,60.80,60.80,98.50
1918,08/02/03 09:00:00 AM,61.48,61.52,102.10
1919,08/02/03 10:00:00 AM,64.22,64.00,90.90
1920,08/02/03 11:00:00 AM,65.59,65.71,86.70
1921,08/02/03 12:00:00 PM,66.27,66.58,82.60
1922,08/02/03 01:00:00 PM,70.39,70.61,71.20
1923,08/02/03 02:00:00 PM,70.39,70.39,71.20
1924,08/02/03 03:00:00 PM,72.46,72.59,63.10
1925,08/02/03 04:00:00 PM,71.76,71.94,66.60
1926,08/02/03 05:00:00 PM,71.76,71.94,67.20
1927,08/02/03 06:00:00 PM,69.71,69.53,72.20
1928,08/02/03 07:00:00 PM,64.22,64.40,87.50
1929,08/02/03 08:00:00 PM,63.54,63.84,88.00
1930,08/02/03 09:00:00 PM,63.54,63.66,88.00
1931,08/02/03 10:00:00 PM,63.54,63.23,88.80
1932,08/02/03 11:00:00 PM,62.85,62.76,90.50
1933,08/03/03 12:00:00 AM,62.85,62.94,88.40
1934,08/03/03 01:00:00 AM,62.85,62.64,88.80
1935,08/03/03 02:00:00 AM,62.17,62.20,90.50
1936,08/03/03 03:00:00 AM,62.17,61.92,91.70
1937,08/03/03 04:00:00 AM,61.48,61.27,94.50
1938,08/03/03 05:00:00 AM,60.80,60.80,95.60
1939,08/03/03 06:00:00 AM,60.80,60.71,97.40
1940,08/03/03 07:00:00 AM,62.17,61.92,94.90
1941,08/03/03 08:00:00 AM,64.22,64.13,85.30
1942,08/03/03 09:00:00 AM,69.03,68.72,71.20
1943,08/03/03 10:00:00 AM,73.83,73.67,57.90
1944,08/03/03 11:00:00 AM,78.01,78.31,49.20
1945,08/03/03 12:00:00 PM,78.71,78.44,49.70
1946,08/03/03 01:00:00 PM,78.71,78.80,48.70
1947,08/03/03 02:00:00 PM,78.71,79.02,51.80
1948,08/03/03 03:00:00 PM,77.31,77.61,55.90
1949,08/03/03 04:00:00 PM,78.01,78.04,52.80
1950,08/03/03 05:00:00 PM,72.46,72.32,69.70
1951,08/03/03 06:00:00 PM,69.71,69.44,79.40
1952,08/03/03 07:00:00 PM,66.96,67.26,83.10
1953,08/03/03 08:00:00 PM,64.90,65.08,90.10
1954,08/03/03 09:00:00 PM,64.22,64.06,90.90
1955,08/03/03 10:00:00 PM,63.54,63.54,92.10
1956,08/03/03 11:00:00 PM,62.85,63.10,91.70
1957,08/04/03 12:00:00 AM,62.17,62.51,89.70
1958,08/04/03 01:00:00 AM,62.17,62.08,90.10
1959,08/04/03 02:00:00 AM,61.48,61.57,90.90
1960,08/04/03 03:00:00 AM,61.48,61.27,92.10
1961,08/04/03 04:00:00 AM,61.48,61.23,90.90
1962,08/04/03 05:00:00 AM,60.80,61.05,90.50
1963,08/04/03 06:00:00 AM,60.80,60.93,92.10
1964,08/04/03 07:00:00 AM,61.48,61.74,89.20
1965,08/04/03 08:00:00 AM,63.54,63.23,80.80
